exercise_id,lesson_id,unit,sequence,prompt,answer_guidance
P9.6-E04,P9.6,P9,4,Solve for times when a model crosses its midline.,"Use the method developed in the lesson: Extract maximum, minimum, period, and a timed feature. Compute A,D,B, select sine or cosine based on the anchor, and verify against another point. Verify all conditions and state the final result in the requested representation."
P9.6-E05,P9.6,P9,5,State the defining idea behind the general sinusoidal function in one precise sentence.,"The general sinusoidal model y=A sin(B(x-C))+D or its cosine equivalent combines vertical range, horizontal cycle, and timing."
P9.6-E06,P9.6,P9,6,What condition or domain restriction must remain visible in the solution?,"Real periodic data may drift, damp, or contain noise; the model is an approximation unless derived from ideal circular motion."
P9.6-E07,P9.6,P9,7,Describe the most likely incorrect first step and explain why it fails.,A common error is to use the period itself as B or to set C equal to the first data point without matching the chosen parent feature.
P9.6-E08,P9.6,P9,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P9.6-E09,P9.6,P9,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P9.6-E10,P9.6,P9,10,Explain how this lesson's idea will be used later in the course.,The next lesson builds tangent and cotangent from quotient structure and asymptotes.
P9.7-E01,P9.7,P9,1,Find the period and vertical asymptotes of tan(2x).,Period pi/2; asymptotes x=pi/4+kpi/2.
P9.7-E02,P9.7,P9,2,Derive tangent period pi.,"Use the method developed in the lesson: Mark asymptotes first, place zeros midway between them, use exact values at pi/4 offsets, and apply transformations to the branch structure. Verify all conditions and state the final result in the requested representation."
P9.7-E03,P9.7,P9,3,Graph 2tan(3(x-pi/6))+1.,"Use the method developed in the lesson: Mark asymptotes first, place zeros midway between them, use exact values at pi/4 offsets, and apply transformations to the branch structure. Verify all conditions and state the final result in the requested representation."
P9.7-E04,P9.7,P9,4,Connect tangent to slope of a terminal ray.,"Use the method developed in the lesson: Mark asymptotes first, place zeros midway between them, use exact values at pi/4 offsets, and apply transformations to the branch structure. Verify all conditions and state the final result in the requested representation."
P9.7-E05,P9.7,P9,5,State the defining idea behind tangent and cotangent graphs in one precise sentence.,Tangent is sin x/cos x and therefore records the slope of the terminal ray when cosine is nonzero. Cotangent is its reciprocal ratio.
P9.7-E06,P9.7,P9,6,What condition or domain restriction must remain visible in the solution?,"A transformed tangent’s vertical shift is a center line, not a horizontal asymptote."
P9.7-E07,P9.7,P9,7,Describe the most likely incorrect first step and explain why it fails.,A common error is to connect branches across an asymptote or to give tangent the 2pi period of sine.
P9.7-E08,P9.7,P9,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P9.7-E09,P9.7,P9,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P9.7-E10,P9.7,P9,10,Explain how this lesson's idea will be used later in the course.,The next lesson constructs secant and cosecant from reciprocal relationships.
P9.8-E01,P9.8,P9,1,State the range of y=3sec x-2.,"(-infinity,-5] union [1,infinity)."
P9.8-E02,P9.8,P9,2,Construct csc x from sin x.,"Use the method developed in the lesson: Graph the underlying sine or cosine lightly, draw asymptotes at its zeros, plot reciprocal vertices at extrema, and sketch branches away from the forbidden band. Verify all conditions and state the final result in the requested representation."
P9.8-E03,P9.8,P9,3,Graph -2sec(x-pi/3)+1.,"Use the method developed in the lesson: Graph the underlying sine or cosine lightly, draw asymptotes at its zeros, plot reciprocal vertices at extrema, and sketch branches away from the forbidden band. Verify all conditions and state the final result in the requested representation."
P9.8-E04,P9.8,P9,4,Explain why reciprocal graphs have no x-intercepts.,"Use the method developed in the lesson: Graph the underlying sine or cosine lightly, draw asymptotes at its zeros, plot reciprocal vertices at extrema, and sketch branches away from the forbidden band. Verify all conditions and state the final result in the requested representation."
P9.8-E05,P9.8,P9,5,State the defining idea behind secant and cosecant graphs in one precise sentence.,Secant and cosecant are the reciprocals of cosine and sine.
P9.8-E06,P9.8,P9,6,What condition or domain restriction must remain visible in the solution?,Transformations change the forbidden band and vertex levels. Solve inequalities carefully to state the range.
P9.8-E07,P9.8,P9,7,Describe the most likely incorrect first step and explain why it fails.,A common error is to draw U-shaped branches through asymptotes or to place vertices at parent zeros.
P9.8-E08,P9.8,P9,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P9.8-E09,P9.8,P9,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P9.8-E10,P9.8,P9,10,Explain how this lesson's idea will be used later in the course.,The next lesson compares all six functions in one structural family.
P9.9-E01,P9.9,P9,1,Which functions are undefined at integer multiples of pi?,csc x and cot x.
P9.9-E02,P9.9,P9,2,Build a six-function feature table.,"Use the method developed in the lesson: Classify a function by its defining ratio, then derive features rather than memorizing six unrelated lists. Verify all conditions and state the final result in the requested representation."
P9.9-E03,P9.9,P9,3,Compare periods 2pi and pi.,"Use the method developed in the lesson: Classify a function by its defining ratio, then derive features rather than memorizing six unrelated lists. Verify all conditions and state the final result in the requested representation."
