figure_id,lesson_id,unit,figure_role,description,interactivity_default,alt_text_requirement,canonical_lesson_path,renderer_requirement,interaction_required,required_capabilities,static_fallback,accessibility_contract,print_contract,asset_budget,authoring_rule
A0.1-V1,A0.1,A0,Anchor,Draggable number line with direction arrows and opposite pairs.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/arithmetic-readiness/number-lines-and-signed-quantities/,bettergrades-interactive-2d,yes,bounded-drag; reset,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A1.5-V3,A1.5,A1,Representation,Ambiguous typed-calculator syntax panel.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/quantities-variables/grouping-and-order-of-operations/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A1.6-V1,A1.6,A1,Anchor,Property action cards.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/quantities-variables/properties-of-real-number-operations/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A1.6-V2,A1.6,A1,Mechanism,Area model for distribution.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/quantities-variables/properties-of-real-number-operations/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A1.6-V3,A1.6,A1,Representation,Justification ledger beside each rewrite.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/quantities-variables/properties-of-real-number-operations/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A1.7-V1,A1.7,A1,Anchor,Algebra tiles.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/quantities-variables/equivalent-expressions-and-like-terms/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A1.7-V2,A1.7,A1,Mechanism,Value-table equivalence check.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/quantities-variables/equivalent-expressions-and-like-terms/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A1.7-V3,A1.7,A1,Representation,Valid versus invalid term combination.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/quantities-variables/equivalent-expressions-and-like-terms/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A1.8-V1,A1.8,A1,Anchor,Annotated formula with variable meanings and units.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/quantities-variables/formulas-units-and-mathematical-communication/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A1.8-V2,A1.8,A1,Mechanism,Dimensional-consistency panel.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/quantities-variables/formulas-units-and-mathematical-communication/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A1.8-V3,A1.8,A1,Representation,Readable versus ambiguous written solution.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/quantities-variables/formulas-units-and-mathematical-communication/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A2.1-V1,A2.1,A2,Anchor,Left/right value evaluator.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/linear-equations/solutions-solution-sets-and-checking/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A2.1-V2,A2.1,A2,Mechanism,Substitution check strip.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/linear-equations/solutions-solution-sets-and-checking/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A2.1-V3,A2.1,A2,Representation,Solution-set container.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/linear-equations/solutions-solution-sets-and-checking/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A2.2-V1,A2.2,A2,Anchor,Balance model.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/linear-equations/addition-and-subtraction-equations/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A2.2-V2,A2.2,A2,Mechanism,Number-line undoing.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/linear-equations/addition-and-subtraction-equations/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
